OBJECTID_1,ED_ID,ED_ENGLISH,ED_GAEILGE,COUNTY,CONTAE,PROVINCE,CENTROID_X,CENTROID_Y,GUID_,CSOED_3409,OSIED_3441,CSOED_34_1,Shape__Area,Shape__Length
347,77027,BANNA, ,KERRY,Ciarraí,Munster,476252.866820092,622978.332140236,2AE19629231B13A3E055000000000001,19136,77027,Banna,19854093.5455322,28580.7092521373
348,37031,CLOONADRUM, ,CLARE,An Clár,Munster,502371.157386283,671174.175227378,2AE19629202113A3E055000000000001,16078,37031,Cloonadrum,18242471.6736755,22855.0740449966
349,37133,QUERRIN, ,CLARE,An Clár,Munster,491203.876667758,653774.065569787,2AE196291FEA13A3E055000000000001,16100,37133,Querrin,21855948.8242188,20819.9145554199
350,87043,HARRISTOWN, ,KILDARE,Cill Dara,Leinster,668681.424012756,703871.83884808,2AE19629220513A3E055000000000001,06019,87043,Harristown,20809519.4186096,22047.9090737505
351,37118,MILLTOWN MALBAY, ,CLARE,An Clár,Munster,505962.61355227,678928.316238399,2AE196291FAD13A3E055000000000001,16063,37118,Milltown Malbay,18397943.6591187,24584.5464448254
352,207062,LOUGHIL, ,SLIGO,Sligeach,Connacht,549218.976700202,820713.218461543,3576C5999C144152E0530100007F0280,31078/31071,207062,Loughill / Cloonacool,50270293.9651794,34887.8850188982
353,197020,BELLANAGARE, ,ROSCOMMON,Ros Comáin,Connacht,575230.91980874,786894.407120851,2AE196291AE213A3E055000000000001,30061,197020,Bellanagare,50238263.1392517,40563.6049425281
354,268157,WHITEHALL A, ,DUBLIN,Baile Átha Cliath,Leinster,715988.445020811,738293.052241751,2AE196291E0913A3E055000000000001,02090,268157,Whitehall A,1209534.20150757,4543.70356197665
355,47012,ARDSKEAGH, ,CORK,Corcaigh,Munster,556978.982957573,618884.943928888,2AE196291F0B13A3E055000000000001,18221,47012,Ardskeagh,19498521.5198975,27195.8349037937
356,157047,CARROWMORE, ,MAYO,Maigh Eo,Connacht,520778.137022644,814370.390322671,2AE19629194713A3E055000000000001,29015,157047,Carrowmore,33930678.8092957,31161.9763311761
357,227031,DRUMROE,An Drom Rua,WATERFORD,Port Láirge,Munster,608565.721895116,595804.494280194,2AE196291B3813A3E055000000000001,25060,227031,Drumroe,16833673.680603,24067.1086477154
358,117040,GARVAGH, ,LEITRIM,Liatroim,Connacht,586130.346265057,823583.734553188,3576C5999B174152E0530100007F0280,28041/28034,117040,Garvagh / Arigna,35965393.3144531,40526.9014034277
359,77161,TRALEE URBAN, ,KERRY,Ciarraí,Munster,483645.519938915,614262.297825059,2AE19629221F13A3E055000000000001,19003,77161,Tralee Urban,2109895.22055054,6263.84236651218
360,268045,CLONTARF EAST E, ,DUBLIN,Baile Átha Cliath,Leinster,719846.327932805,737330.036557811,2AE196291D4713A3E055000000000001,02041,268045,Clontarf East E,280691.286834717,2448.31159086162
361,247124,WEXFORD No. 2 URBAN, ,WEXFORD,Loch Garman,Leinster,704931.087212535,621190.695489613,2AE196291E5D13A3E055000000000001,14005,247124,Wexford No. 2 Urban,1101019.47747803,5361.02418942473
362,267156,TERENURE-GREENTREES, ,DUBLIN,Baile Átha Cliath,Leinster,712208.297632395,730339.338601319,2AE196291CE613A3E055000000000001,03048,267156,Terenure-Greentrees,778147.859832764,3923.61299178515
363,127125,RATHRONAN,Ráth Rónáin,LIMERICK,Luimneach,Munster,514761.346585803,633491.853513924,2AE1962917D513A3E055000000000001,21104,127125,Rathronan,37627405.0863953,30082.1783777369
364,47253,MIDLETON RURAL, ,CORK,Corcaigh,Munster,588628.037489358,573433.176405361,2AE1962921C713A3E055000000000001,18260,47253,Midleton Rural,38413456.1773376,41196.9063635605
365,77124,LICKEEN, ,KERRY,Ciarraí,Munster,468356.806397781,584401.662477973,2AE19629223813A3E055000000000001,19018,77124,Lickeen,34950437.771225,26874.5673836471
366,77072,DUNLOE, ,KERRY,Ciarraí,Munster,486638.148443233,585609.910100692,2AE19629222E13A3E055000000000001,19075,77072,Dunloe,41161481.040863,46280.7570489289
367,157110,KNOCKADAFF,Cnoc an Daimh,MAYO,Maigh Eo,Connacht,483236.251356934,842029.906313885,2AE19629198513A3E055000000000001,29060,157110,Cnoc an Daimh,33041304.0725708,33787.2577441497
368,67183,OATFIELD, ,GALWAY,Gaillimh,Connacht,576997.552217653,724655.660299492,2AE1962922DE13A3E055000000000001,27020,67183,Oatfield,22661819.3306885,26459.6876106562
369,48070,TRAMORE C, ,CORK,Corcaigh,Munster,568789.130257384,569793.312067432,2AE1962921B413A3E055000000000001,17070,48070,Tramore C,1247984.97598267,5522.87009023444
370,47185,KILBRITTAIN, ,CORK,Corcaigh,Munster,552439.948607771,547847.263671131,2AE19629213313A3E055000000000001,18023,47185,Kilbrittain,13827743.510376,19950.4136653215
371,17007,BALLYMURPHY, ,CARLOW,Ceatharlach,Leinster,678132.13396478,644310.312775207,2AE19629184D13A3E055000000000001,01049,17007,Ballymurphy,17962059.6869812,21274.390276452
372,67060,CLONBERN, ,GALWAY,Gaillimh,Connacht,553478.830293752,756358.974340604,2AE19629210313A3E055000000000001,27190,67060,Clonbern,25996457.3061829,28325.2154280237
373,147016,DROMISKIN,Droim Ineasclainn,LOUTH,Lú,Leinster,704442.737334265,798732.921628782,2AE1962918D613A3E055000000000001,10014,147016,Dromiskin,21713639.543335,30227.3499123855
374,37112,LISCASEY, ,CLARE,An Clár,Munster,519187.368788147,666593.056252292,2AE19629203013A3E055000000000001,16074,37112,Liscasey,26410176.2044983,28786.628067825
375,97098,STONYFORD,Áth Stúin,KILKENNY,Cill Chainnigh,Leinster,653130.429843798,641751.006606463,2AE1962923F413A3E055000000000001,07083,97098,Stonyford,15857064.5680542,20335.3502235722
376,67184,ORANMORE, ,GALWAY,Gaillimh,Connacht,539854.654629597,725569.246927757,2AE1962922DF13A3E055000000000001,27060,67184,Oranmore,22491557.6257629,21836.3516098941
377,47016,BALLINCOLLIG, ,CORK,Corcaigh,Munster,559081.888516836,568533.301474202,2AE196291F1813A3E055000000000001,18075,47016,Ballincollig,31512205.1604309,29774.9993590292
378,37114,LISHEEN, ,CLARE,An Clár,Munster,529689.639363729,667897.916741566,2AE19629203B13A3E055000000000001,16075,37114,Lisheen,24665331.4438782,32060.4829659466
379,227050,KEEREEN,Cill Riain,WATERFORD,Port Láirge,Munster,614376.952996404,592254.471462647,2AE196291B7A13A3E055000000000001,25030,227050,Keereen,12952738.5295715,16897.1337574611
380,187044,GORTEEN,An Goirtín [CC: Tulach Mhór (Tuath)],OFFALY,Uíbh Fhailí,Leinster,621966.624733994,736416.728451824,2AE196291AAE13A3E055000000000001,12069,187044,Gorteen,14422154.6299438,18797.1180803715
381,77119,KNOCKNAHOE, ,KERRY,Ciarraí,Munster,504961.131989439,592137.082471141,2AE19629221C13A3E055000000000001,19086,77119,Knocknahoe,16992453.6002808,26647.6091964227
382,17009,BURTON HALL, ,CARLOW,Ceatharlach,Leinster,677768.477404088,679450.509202904,2AE19629184F13A3E055000000000001,01018,17009,Burton Hall,6118569.10574341,17653.6090778338
383,257014,BALLYCULLEN, ,WICKLOW,Cill Mhantáin,Leinster,723153.578830792,696756.356824785,2AE196291E8E13A3E055000000000001,15045,257014,Ballycullen,13828662.2499695,17840.8685199554
384,247026,BOLABOY, ,WEXFORD,Loch Garman,Leinster,707997.779485163,638001.560760241,2AE196291E6313A3E055000000000001,14013,247026,Bolaboy,19456239.076416,26181.4520276723
385,217169,TULLAGHORTON,Tulach Artáin,TIPPERARY,Tiobraid Árann,Munster,604339.44961054,612888.902370507,2AE196291C3813A3E055000000000001,23131,217169,Tullaghorton,23589926.4067993,23016.5327601024
386,177060,MULLYASH,Mullaigh Aise,MONAGHAN,Muineachán,Ulster,686254.724922037,825566.669254108,2AE196291AA313A3E055000000000001,34033,177060,Mullyash,22189079.8421021,22593.3206399213
387,227029,DROMORE,An Drom Mór,WATERFORD,Port Láirge,Munster,611994.112885959,589438.030351224,2AE196291B2C13A3E055000000000001,25028,227029,Dromore,18649152.6880493,21970.1271826184
388,127086,KILBEHENY,Coill Bheithne,LIMERICK,Luimneach,Munster,586858.701001971,620136.949720205,2AE1962917AD13A3E055000000000001,21074,127086,Kilbeheny,25396023.1062927,27813.449475977
389,47323,YOUGHAL URBAN, ,CORK,Corcaigh,Munster,609808.382315147,577730.829003865,2AE19629214813A3E055000000000001,18010,47323,Youghal Urban,4965164.91296387,9849.14721494127
390,67132,KILLIAN, ,GALWAY,Gaillimh,Connacht,572618.284660086,747837.631227805,2AE1962922E913A3E055000000000001,27145,67132,Killian,26532134.4932251,29977.0517925716
391,268075,GRANGE E, ,DUBLIN,Baile Átha Cliath,Leinster,721328.742039212,739103.076824837,2AE196291D8313A3E055000000000001,02063,268075,Grange E,542287.844238281,3555.45504081749
392,167046,KILLACONNIGAN, ,MEATH,An Mhí,Leinster,668231.571223534,753917.033418836,2AE19629183413A3E055000000000001,11085,167046,Killaconnigan,26163346.5715027,26554.7075856908
393,268140,ROYAL EXCHANGE A, ,DUBLIN,Baile Átha Cliath,Leinster,715483.788635311,733885.699016597,2AE196291DEC13A3E055000000000001,02144,268140,Royal Exchange A,600359.519714355,3766.21680790252
394,97104,TUBBRIDBRITTAIN,Tiobraid Bhriotáin,KILKENNY,Cill Chainnigh,Leinster,633682.938032274,660167.306111063,2AE19629240013A3E055000000000001,07097,97104,Tubbridbrittain,19631330.8624268,23909.8398325263
395,37068,INISHCALTRA NORTH, ,CLARE,An Clár,Munster,568499.859795195,688197.896090736,3576C59995BD4152E0530100007F0280,16132/16133,37068,Inishcaltra North / Inishcaltra South,28143993.3895874,25556.6124092779
396,57043,CREENASMEAR,Críoch na Sméar,DONEGAL,Dún na nGall,Ulster,601944.200604766,929037.361927578,2AE1962920B513A3E055000000000001,33030,57043,Críoch na Sméar,34084370.3529053,35103.1661818895
397,268013,BALLYGALL B, ,DUBLIN,Baile Átha Cliath,Leinster,714117.710314871,738832.530891787,2AE196291D0913A3E055000000000001,02012,268013,Ballygall B,534521.081390381,3285.3668318688
398,127039,CAPPAMORE,An Cheapach Mhór,LIMERICK,Luimneach,Munster,576753.046529149,650782.322659944,2AE19629177E13A3E055000000000001,21057,127039,Cappamore,18529692.8808899,24833.5416169142
399,77052,CLYDAGH, ,KERRY,Ciarraí,Munster,515097.579293561,582552.713186771,2AE1962923A013A3E055000000000001,19068,77052,Clydagh,60162457.3999329,42585.7305330332
400,67003,ABBEYGORMACAN, ,GALWAY,Gaillimh,Connacht,575924.804463706,717421.7144464,2AE19629210113A3E055000000000001,27002,67003,Abbeygormacan,26332559.9489136,38037.3260888325
401,177025,CLONTIBRET,Cluain Tiobrad,MONAGHAN,Muineachán,Ulster,675744.223301758,827667.184495522,2AE196291ABF13A3E055000000000001,34053,177025,Clontibret,23550570.0910645,26602.6883096529
402,247049,FORD, ,WEXFORD,Loch Garman,Leinster,716834.296430701,643607.123388178,2AE196291EC513A3E055000000000001,14050,247049,Ford,15244836.1619873,22449.5110515855
403,247123,WEXFORD No. 3 URBAN, ,WEXFORD,Loch Garman,Leinster,704394.555385276,622287.942302351,2AE196291E5C13A3E055000000000001,14006,247123,Wexford No. 3 Urban,456742.165283203,2703.64661505657
404,47269,NOHAVAL, ,CORK,Corcaigh,Munster,572049.763572537,552213.611907175,2AE19629211713A3E055000000000001,18194,47269,Nohaval,8858091.43136597,16950.9311165852
405,217157,TEMPLENEIRY,Teampall Néire,TIPPERARY,Tiobraid Árann,Munster,593902.2675421,627967.304633038,2AE196291C0C13A3E055000000000001,23175,217157,Templeneiry,40682980.651062,34301.2512190583
406,257016,BLESSINGTON, ,WICKLOW,Cill Mhantáin,Leinster,704654.556774354,713077.107397364,2AE196291E9813A3E055000000000001,15010,257016,Blessington,64026879.8568726,46172.2509171012
407,157067,CUILDOO, ,MAYO,Maigh Eo,Connacht,535525.370983098,803662.355772322,2AE19629198313A3E055000000000001,29110,157067,Cuildoo,21892830.2826538,31855.940273475
408,247039,COOLGREANY, ,WEXFORD,Loch Garman,Leinster,716429.999280656,670137.721436034,2AE196291E9413A3E055000000000001,14048,247039,Coolgreany,25641429.3917236,25224.7784633215
409,267032,BLANCHARDSTOWN-MULHUDDART, ,DUBLIN,Baile Átha Cliath,Leinster,707469.019908356,740742.006788606,2AE196291CDD13A3E055000000000001,04013,267032,Blanchardstown-Mulhuddart,1889871.65127563,5423.55176419959
410,68015,RAHOON, ,GALWAY,Gaillimh,Connacht,527101.878400294,726972.595429117,2AE19629237513A3E055000000000001,26015,68015,Rahoon,5031500.97900391,11332.9189176841
411,47153,FIRMOUNT, ,CORK,Corcaigh,Munster,553286.959411264,583430.647443701,2AE196291F4113A3E055000000000001,18089,47153,Firmount,20318857.8054199,24832.0123158037
412,268103,MERCHANTS QUAY F, ,DUBLIN,Baile Átha Cliath,Leinster,714090.052092679,732857.720807493,2AE196291DA613A3E055000000000001,02124,268103,Merchants Quay F,269986.548431396,2159.13691712772
413,157036,BELMULLET,Béal an Mhuirthead,MAYO,Maigh Eo,Connacht,472162.740143682,835202.415014531,2AE19629190B13A3E055000000000001,29055,157036,Béal an Mhuirthead,45546691.3352356,60508.0067997961
414,227086,TALLOW,Tulach an Iarainn,WATERFORD,Port Láirge,Munster,600308.663920453,591293.463114657,2AE196291B5613A3E055000000000001,25069,227086,Tallow,20419364.4966125,23437.7879754549
415,47257,MILLTOWN, ,CORK,Corcaigh,Munster,549743.039441639,619933.502073139,2AE1962921D713A3E055000000000001,18236,47257,Milltown,19470975.9935303,25669.1360205973
416,87059,KILRUSH, ,KILDARE,Cill Dara,Leinster,675324.252059349,703941.734827507,2AE19629222313A3E055000000000001,06025,87059,Kilrush,17999736.0475464,23712.7247560904
417,67076,CUR,An Chorr,GALWAY,Gaillimh,Connacht,494025.589367915,752370.382079604,2AE1962922F313A3E055000000000001,27153,67076,An Chorr,45486836.7286377,33904.1897175858
418,237093,RUSSELLSTOWN, ,WESTMEATH,An Iarmhí,Leinster,647433.622888691,748874.469410994,2AE196291B6913A3E055000000000001,13099,237093,Russellstown,13926093.5142822,18204.6320108321
419,27052,KILBRIDE, ,CAVAN,An Cabhán,Ulster,649738.727265605,783967.534733309,2AE196291CBC13A3E055000000000001,32031,27052,Kilbride,31202623.3293152,35564.93413555
420,237054,MILLTOWN, ,WESTMEATH,An Iarmhí,Leinster,650264.622381638,741766.999352757,2AE196291BD213A3E055000000000001,13088,237054,Milltown,15962820.4656067,17624.5822335875
421,177049,KILLEEVAN,Cill Laobháin,MONAGHAN,Muineachán,Ulster,656327.285164988,825569.992482427,2AE196291A7213A3E055000000000001,34042,177049,Killeevan,17363371.7839661,27210.2331378895
422,87040,GILLTOWN, ,KILDARE,Cill Dara,Leinster,688252.495233678,706771.71035831,2AE1962921FC13A3E055000000000001,06069,87040,Gilltown,32214874.1338806,34557.4438299215
423,127118,PALLASKENRY,Pailís Chaonraí,LIMERICK,Luimneach,Munster,541648.283916749,655349.878726551,2AE1962917B813A3E055000000000001,21126,127118,Pallaskenry,14327571.880127,28188.6645339202
424,97011,BALLYRAGGET,Béal Átha Ragad,KILKENNY,Cill Chainnigh,Leinster,645989.459275853,672239.866312664,2AE1962921FE13A3E055000000000001,07025,97011,Ballyragget,26831621.0543213,30037.8918454179
425,177018,CASTLEBLAYNEY URBAN,Baile na Lorgan (Uirbeach),MONAGHAN,Muineachán,Ulster,682642.286682433,819877.02265726,2AE196291AA013A3E055000000000001,34002,177018,Castleblayney Urban,666206.213134766,3410.08031626284
426,47289,SHEEPSHEAD, ,CORK,Corcaigh,Munster,477732.803299747,536675.608684051,2AE1962921A313A3E055000000000001,18045,47289,Sheepshead,24862862.5807343,30285.5356642358
427,267151,TEMPLEOGUE-LIMEKILN, ,DUBLIN,Baile Átha Cliath,Leinster,710916.355526314,729748.609279445,2AE196291CD313A3E055000000000001,03043,267151,Templeogue-Limekiln,996107.898101807,4810.16604800772
428,217122,LONGFORDPASS,Áth Fhada,TIPPERARY,Tiobraid Árann,Munster,622339.733942774,661760.844614122,2AE196291C4213A3E055000000000001,22072,217122,Longfordpass,25241704.8779907,31578.3908678761
429,157132,RATHHILL,Cnoc na Ráithe,MAYO,Maigh Eo,Connacht,474185.769982589,818839.315168906,2AE19629186A13A3E055000000000001,29064,157132,Cnoc na Ráithe,41276321.2005005,48316.2412781876
430,57115,MAGHERY,An Machaire,DONEGAL,Dún na nGall,Ulster,575830.399752213,907524.989161306,2AE19629204513A3E055000000000001,33061,57115,An Machaire,42674610.7710876,52193.688714906
431,117004,AGHAVAS, ,LEITRIM,Liatroim,Connacht,617793.082616484,802427.345852481,2AE19629170B13A3E055000000000001,28056,117004,Aghavas,16397020.9331055,22225.8633823957
432,137026,DRUMGORT, ,LONGFORD,An Longfort,Leinster,621873.807006946,793865.250332159,2AE1962918EC13A3E055000000000001,09047,137026,Drumgort,19612166.4368591,28419.6986819962
433,268098,MERCHANTS QUAY A, ,DUBLIN,Baile Átha Cliath,Leinster,714736.854631138,734068.811971175,2AE196291DA113A3E055000000000001,02119,268098,Merchants Quay A,126876.592681885,1701.44396595962
434,68013,NEWCASTLE, ,GALWAY,Gaillimh,Connacht,528574.365299114,726093.125037652,2AE19629237313A3E055000000000001,26013,68013,Newcastle,786469.502563477,4081.72461966064
435,268095,KYLEMORE, ,DUBLIN,Baile Átha Cliath,Leinster,709804.169757443,733116.728111781,2AE196291D9E13A3E055000000000001,02116,268095,Kylemore,599562.864501953,3488.55168742441
436,47324,MALLOW NORTH URBAN, ,CORK,Corcaigh,Munster,556176.013743415,598466.082768528,2AE19629214913A3E055000000000001,18006,47324,Mallow North Urban,3611454.40026855,10683.6707131345
437,67097,FURBOGH,Na Forbacha,GALWAY,Gaillimh,Connacht,518961.834505098,725844.567511751,2AE19629233813A3E055000000000001,27051,67097,Na Forbacha,27775539.5234375,24947.7664580824
438,67173,MILLTOWN, ,GALWAY,Gaillimh,Connacht,539154.669069243,764996.752151877,2AE19629239B13A3E055000000000001,27210,67173,Milltown,27820934.9602356,25347.3651522444
439,127045,CLEANGLASS,An Chlaonghlais,LIMERICK,Luimneach,Munster,526094.904308863,622739.080683178,2AE19629178413A3E055000000000001,21085,127045,Cleanglass,20982181.1961365,21483.8164041729
440,27015,BILBERRY, ,CAVAN,An Cabhán,Ulster,626619.858300173,812811.864099245,2AE196291D5113A3E055000000000001,32019,27015,Bilberry,12110475.4038086,19515.3307140442
441,27056,KILL, ,CAVAN,An Cabhán,Ulster,640951.951705166,790931.172976118,2AE196291CDC13A3E055000000000001,32065,27056,Kill,14848223.5092468,21432.2608835437
442,97016,BRAMBLESTOWN,Baile an Bhramailigh,KILKENNY,Cill Chainnigh,Leinster,663886.633007268,650138.607760345,2AE19629220D13A3E055000000000001,07065,97016,Bramblestown,13246568.9616699,22234.6761208156
443,127079,GLENSTAL,Gleann Stáil,LIMERICK,Luimneach,Munster,575751.360906101,658008.817754479,2AE1962917A613A3E055000000000001,21063,127079,Glenstal,33293941.6389465,30775.3232789087
444,47303,TEMPLEBREEDY, ,CORK,Corcaigh,Munster,578360.679041361,560340.013728525,2AE1962921EC13A3E055000000000001,18195,47303,Templebreedy,12937412.1229858,19933.3810751079
445,127019,BALLYGRENNAN,Baile Uí Dhroighneáin,LIMERICK,Luimneach,Munster,546240.913671967,635372.161209013,2AE19629176913A3E055000000000001,21006,127019,Ballygrennan,16492594.2677917,26539.1269283228
446,57124,MULMOSOG,Maol Mosóg,DONEGAL,Dún na nGall,Ulster,574948.61942583,886771.486662504,2AE19629207D13A3E055000000000001,33063,57124,Maol Mosóg,23616757.1534119,24905.6215325013
447,217136,NENAGH WEST URBAN,An tAonach Thiar (Uirbeach),TIPPERARY,Tiobraid Árann,Munster,585812.852497246,679307.439088029,2AE196291C7013A3E055000000000001,22002,217136,Nenagh West Urban,3835443.60644531,8470.26746941535
448,47043,BARLEYHILL, ,CORK,Corcaigh,Munster,532666.854339905,612542.541818105,2AE196291F8013A3E055000000000001,18148,47043,Barleyhill,37288263.151062,31860.9553085687
449,127048,COLMANSWELL,Cluain Comhartha,LIMERICK,Luimneach,Munster,551517.059542803,627158.329207017,2AE19629178713A3E055000000000001,21032,127048,Colmanswell,30005333.4952087,35670.1446155101
450,17054,GRAIGUE URBAN, ,CARLOW,Ceatharlach,Leinster,671472.173875166,676847.705808632,2AE196291A5913A3E055000000000001,01002,17054,Graigue Urban,631857.593292236,4225.25817590769
451,268132,RATHMINES WEST A, ,DUBLIN,Baile Átha Cliath,Leinster,715123.166305453,732046.885740051,2AE196291DD713A3E055000000000001,02138,268132,Rathmines West A,708892.6171875,3530.76290960644
452,207074,TEMPLEBOY NORTH, ,SLIGO,Sligeach,Connacht,547048.118859401,832748.493841612,2AE1962919DA13A3E055000000000001,31030,207074,Templeboy North,12865894.5550842,23295.5993204568
453,137007,BALLINAMUCK EAST, ,LONGFORD,An Longfort,Leinster,622946.211552445,789184.449870485,2AE19629180A13A3E055000000000001,09040,137007,Ballinamuck East,20499359.8135071,24682.5476577286
454,227079,RATHMOYLAN,Ráth Mhaoláin,WATERFORD,Port Láirge,Munster,664935.496092813,599739.73435386,2AE196291B3013A3E055000000000001,25081,227079,Rathmoylan,15810810.9653931,19834.2979670451
455,197009,AUGHRIM EAST, ,ROSCOMMON,Ros Comáin,Connacht,594053.447228842,793053.953794135,2AE196291AA913A3E055000000000001,30026,197009,Aughrim East,20461947.5908203,27831.6591069623
456,27014,BENBRACK, ,CAVAN,An Cabhán,Ulster,613177.695751014,819944.519774737,3576C59999EE4152E0530100007F0280,32027/32018,27014,Templeport / Benbrack,47896981.4390869,38678.2146747118
457,117037,DRUMDOO, ,LEITRIM,Liatroim,Connacht,605461.16394103,797583.4055574,2AE19629172D13A3E055000000000001,28068,117037,Drumdoo,15480518.09729,24718.8636487182
458,117067,MUNAKILL, ,LEITRIM,Liatroim,Connacht,595463.998072446,839719.457548194,2AE19629174C13A3E055000000000001,28053,117067,Munakill,21197935.8718262,21449.3818298369
459,237005,ATHLONE WEST URBAN, ,WESTMEATH,An Iarmhí,Leinster,603136.277935738,741323.178621753,2AE196291BCD13A3E055000000000001,13002,237005,Athlone West Urban,2382413.40548706,6491.00893639687
460,48068,TRAMORE A, ,CORK,Corcaigh,Munster,568365.111507882,570617.537992418,2AE1962921B213A3E055000000000001,17068,48068,Tramore A,272007.518371582,2216.4896185679
461,187072,RATHFESTON,Ráth Phiastúin,OFFALY,Uíbh Fhailí,Leinster,649098.866345697,721892.173044333,2AE196291A4613A3E055000000000001,12081,187072,Rathfeston,20269065.0715942,27514.7749090037
462,47171,GREENFORT, ,CORK,Corcaigh,Munster,557361.376879822,582167.401903885,2AE196291F9013A3E055000000000001,18091,47171,Greenfort,20339625.826355,23424.5069952863
463,27013,BELTURBET, ,CAVAN,An Cabhán,Ulster,636560.554484065,817242.559079806,2AE196291D3313A3E055000000000001,32042,27013,Belturbet Urban,4582920.28631592,8707.00361321585
464,247095,OLDCOURT, ,WEXFORD,Loch Garman,Leinster,671137.790825774,623161.632219227,2AE196291EB013A3E055000000000001,14083,247095,Oldcourt,20007979.1965332,21844.3303865351
465,97113,WOOLENGRANGE,Gráinseach na hOlainne,KILKENNY,Cill Chainnigh,Leinster,656706.089567793,645449.170672906,2AE1962923B413A3E055000000000001,07087,97113,Woolengrange,12169253.6771545,20659.09499544
466,67177,MOUNTAIN, ,GALWAY,Gaillimh,Connacht,562147.804681376,709582.717333128,2AE1962923AB13A3E055000000000001,27130,67177,Mountain,24625060.4658508,30389.9205371227
467,268106,NORTH CITY, ,DUBLIN,Baile Átha Cliath,Leinster,715705.997453973,734618.265716065,2AE196291DB213A3E055000000000001,02075,268106,North City,579415.850006104,3357.68485970121
468,157044,CALLOW, ,MAYO,Maigh Eo,Connacht,532593.581562567,805900.433324859,2AE19629193B13A3E055000000000001,29107,157044,Callow,31083261.4872437,32738.6043713815
469,227074,NEWCASTLE,An Caisleán Nua,WATERFORD,Port Láirge,Munster,647324.831320717,608357.881775788,2AE196291B2113A3E055000000000001,25079,227074,Newcastle,17660866.2680664,21458.1932438417
470,207014,BANADA, ,SLIGO,Sligeach,Connacht,545748.084074325,809840.14027301,2AE19629198713A3E055000000000001,31066,207014,Banada,36937845.6750793,33134.7119598825
471,197018,BALLYNAMONA, ,ROSCOMMON,Ros Comáin,Connacht,595398.577092058,743852.572152315,2AE196291AD613A3E055000000000001,30003,197018,Ballynamona,20008689.4654846,24599.5364931998
472,268122,PRIORSWOOD B, ,DUBLIN,Baile Átha Cliath,Leinster,719735.839433726,740798.597623558,2AE196291DCD13A3E055000000000001,02081,268122,Priorswood B,516605.240112305,2973.68303344216
473,128009,CASTLE B,An Caisleán B,LIMERICK,Luimneach,Munster,557418.028659255,657622.915707094,2AE1962917E113A3E055000000000001,20009,128009,Castle B,114785.133422852,1559.25478221132
474,187055,KILLYON,Cill Liaine,OFFALY,Uíbh Fhailí,Leinster,611702.537773464,707176.145563799,2AE196291AD213A3E055000000000001,12021,187055,Killyon,22317246.7244568,22013.1149441785
475,157039,BREAGHWY, ,MAYO,Maigh Eo,Connacht,518468.461278503,786830.781870139,2AE19629191513A3E055000000000001,29072,157039,Breaghwy,24365558.894928,31857.9153744744
476,27012,BELLANANAGH, ,CAVAN,An Cabhán,Ulster,639732.362572048,798108.498076367,2AE196291D3213A3E055000000000001,32041,27012,Bellananagh,14942803.1958313,28838.7521108885
477,77091,KILBONANE, ,KERRY,Ciarraí,Munster,485814.952919902,596539.769617887,2AE19629226C13A3E055000000000001,19078,77091,Kilbonane,15712239.3193054,23265.5918914998
478,67140,KILLURSA, ,GALWAY,Gaillimh,Connacht,521234.187036026,745622.209639612,2AE19629231513A3E055000000000001,27206,67140,Killursa,42262547.7038269,31874.4345737105
479,167086,STONEFIELD, ,MEATH,An Mhí,Leinster,659802.34847862,779409.431655968,2AE19629181D13A3E055000000000001,11068,167086,Stonefield,16123895.1540527,23430.5058631814
480,197043,COOLOUGHER, ,ROSCOMMON,Ros Comáin,Connacht,564194.294289739,777500.1526267,2AE1962919BA13A3E055000000000001,30068,197043,Coolougher,38107537.8439636,29423.0624607075
481,47060,BUTTEVANT, ,CORK,Corcaigh,Munster,554205.40372124,608271.667398297,2AE196291F1C13A3E055000000000001,18224,47060,Buttevant,34709989.8645325,40674.7508424662
482,47239,LISCLEARY, ,CORK,Corcaigh,Munster,569496.38229162,561626.976525285,2AE19629216A13A3E055000000000001,18193,47239,Liscleary,20468382.8196716,20079.2281870971
483,47015,BALLINADEE, ,CORK,Corcaigh,Munster,555954.894949313,550707.004988931,2AE196291F1713A3E055000000000001,18011,47015,Ballinadee,17969949.0499573,18467.6761586599
484,127065,DUNMOYLAN WEST,Dún Maoilín Thiar,LIMERICK,Luimneach,Munster,521307.505441815,643317.850976182,2AE19629179713A3E055000000000001,21117,127065,Dunmoylan West,8695563.74246216,12941.1537563493
485,67082,DERRYGLASSAUN, ,GALWAY,Gaillimh,Connacht,559224.426792425,741701.97746668,2AE19629230413A3E055000000000001,27143,67082,Derryglassaun,28320208.9759216,29277.2816720375
486,197031,CASTLEPLUNKET, ,ROSCOMMON,Ros Comáin,Connacht,576976.306179212,779951.563013176,2AE196291A3A13A3E055000000000001,30064,197031,Castleplunket,37039944.1749878,33589.3585476015
487,87045,JOHNSTOWN, ,KILDARE,Cill Dara,Leinster,675597.737885374,684815.016549505,2AE19629220713A3E055000000000001,06021,87045,Johnstown,8820267.43081665,17290.9653789178
488,247025,BARRONSTOWN, ,WEXFORD,Loch Garman,Leinster,684223.954979199,628660.26115356,2AE196291E6213A3E055000000000001,14069,247025,Barronstown,19149056.7940369,19519.1503155551
